Ortschaftsname;PLZ;Zusatzziffer;Gemeindename;BFS-Nr;Kantonskürzel;E;N;Sprache;Validity
Flumserberg Saxli;8894;00;Flums;3292;SG;2743244.989;1213341.427;de;2008-07-01
Flumserberg Portels;8895;00;Flums;3292;SG;2743017.741;1214933.211;de;2008-07-01
Flumserberg Bergheim;8896;00;Flums;3292;SG;2742931.885;1216620.447;de;2008-07-01
Flumserberg Tannenheim;8897;00;Flums;3292;SG;2738661.349;1210887.497;de;2008-07-01
Flumserberg Tannenbodenalp;8898;00;Flums;3292;SG;2737943.747;1214247.418;de;2008-07-01
Schwendi im Weisstannental;7325;00;Mels;3293;SG;2746508.326;1207846.063;de;2008-07-01
Weisstannen;7326;00;Mels;3293;SG;2742851.070;1203924.852;de;2008-07-01
Mädris-Vermol;8886;00;Mels;3293;SG;2744799.897;1211110.728;de;2008-07-01
Mels;8887;00;Mels;3293;SG;2751040.090;1212287.469;de;2008-07-01
Heiligkreuz (Mels);8888;00;Mels;3293;SG;2749730.908;1214655.577;de;2008-07-01
Plons;8889;00;Mels;3293;SG;2747961.082;1214093.601;de;2008-07-01
Pfäfers;7312;00;Pfäfers;3294;SG;2758231.578;1205765.568;de;2008-07-01
St. Margrethenberg;7313;00;Pfäfers;3294;SG;2757812.163;1203886.794;de;2008-07-01
Vadura;7314;00;Pfäfers;3294;SG;2756314.740;1202696.890;de;2008-07-01
Vättis;7315;00;Pfäfers;3294;SG;2746995.275;1197216.348;de;2008-07-01
Valens;7317;00;Pfäfers;3294;SG;2754982.682;1205366.322;de;2008-07-01
Vasön;7317;03;Pfäfers;3294;SG;2753925.184;1202339.877;de;2008-07-01
Murg;8877;00;Quarten;3295;SG;2732470.004;1211642.118;de;2008-07-01
Quinten;8878;00;Quarten;3295;SG;2734940.403;1222402.557;de;2008-07-01
Unterterzen;8882;00;Quarten;3295;SG;2737537.048;1219513.748;de;2008-07-01
Quarten;8883;00;Quarten;3295;SG;2736426.326;1218428.031;de;2008-07-01
Oberterzen;8884;00;Quarten;3295;SG;2737066.144;1216599.314;de;2008-07-01
Mols;8885;00;Quarten;3295;SG;2740084.734;1219131.655;de;2008-07-01
Flumserberg Bergheim;8896;00;Quarten;3295;SG;2739959.944;1218248.334;de;2008-07-01
Flumserberg Tannenbodenalp;8898;00;Quarten;3295;SG;2739121.380;1216376.298;de;2008-07-01
Sargans;7320;00;Sargans;3296;SG;2752713.741;1213432.499;de;2008-07-01
Heiligkreuz (Mels);8888;00;Sargans;3296;SG;2750576.411;1213551.751;de;2008-07-01
Wangs;7323;00;Vilters-Wangs;3297;SG;2750079.651;1207625.890;de;2008-07-01
Wangs;7323;00;Vilters-Wangs;3297;SG;2754759.400;1210921.038;de;2008-07-01
Vilters;7324;00;Vilters-Wangs;3297;SG;2753131.664;1209320.735;de;2008-07-01
Quinten;8878;00;Walenstadt;3298;SG;2737622.562;1221539.853;de;2008-07-01
Walenstadt;8880;00;Walenstadt;3298;SG;2741611.017;1220344.936;de;2008-07-01
Walenstadtberg;8881;01;Walenstadt;3298;SG;2739538.329;1222855.433;de;2008-07-01
Tscherlach;8881;06;Walenstadt;3298;SG;2744148.580;1221639.652;de;2008-07-01
Flums;8890;00;Walenstadt;3298;SG;2744831.355;1218358.643;de;2008-07-01
Berschis;8892;00;Walenstadt;3298;SG;2746526.018;1219669.434;de;2008-07-01
Flums Hochwiese;8893;00;Walenstadt;3298;SG;2747113.174;1217044.356;de;2008-07-01
Flumserberg Bergheim;8896;00;Walenstadt;3298;SG;2741783.538;1218756.168;de;2008-07-01
Weesen;8872;00;Amden;3311;SG;2726676.228;1222529.948;de;2008-07-01
Amden;8873;00;Amden;3311;SG;2730890.491;1224638.657;de;2008-07-01
Benken SG;8717;00;Benken (SG);3312;SG;2718016.960;1228002.999;de;2008-07-01
Buttikon SZ;8863;00;Benken (SG);3312;SG;2715638.519;1226523.467;de;2008-07-01
Benken SG;8717;00;Kaltbrunn;3313;SG;2718767.588;1229625.058;de;2008-07-01
Kaltbrunn;8722;00;Kaltbrunn;3313;SG;2720077.664;1229855.287;de;2008-07-01
Schänis;8718;00;Schänis;3315;SG;2723179.047;1224348.664;de;2008-07-01
Kaltbrunn;8722;00;Schänis;3315;SG;2722271.251;1229175.148;de;2008-07-01
Rufi;8723;00;Schänis;3315;SG;2723582.912;1227388.017;de;2008-07-01
Maseltrangen;8723;02;Schänis;3315;SG;2722245.275;1228628.872;de;2010-07-01
Ziegelbrücke;8866;00;Schänis;3315;SG;2723114.684;1221945.485;de;2008-07-01
Weesen;8872;00;Weesen;3316;SG;2726165.773;1222426.510;de;2008-07-01
Schmerikon;8716;00;Schmerikon;3338;SG;2713628.316;1231645.257;de;2008-07-01
Uznach;8730;00;Schmerikon;3338;SG;2714908.507;1232485.849;de;2008-07-01
Schmerikon;8716;00;Uznach;3339;SG;2715275.116;1231956.392;de;2008-07-01
Uznach;8730;00;Uznach;3339;SG;2716905.651;1231772.696;de;2008-07-01
Rüti ZH;8630;00;Rapperswil-Jona;3340;SG;2706890.304;1234209.508;de;2008-07-01
Wolfhausen;8633;00;Rapperswil-Jona;3340;SG;2704101.153;1233916.959;de;2008-07-01
Rapperswil SG;8640;00;Rapperswil-Jona;3340;SG;2704939.479;1231695.502;de;2008-07-01
Jona;8645;00;Rapperswil-Jona;3340;SG;2707033.436;1232292.174;de;2008-07-01
Wagen;8646;00;Rapperswil-Jona;3340;SG;2709560.342;1231994.105;de;2008-07-01
Feldbach;8714;00;Rapperswil-Jona;3340;SG;2703391.344;1233750.843;de;2008-07-01
Bollingen;8715;00;Rapperswil-Jona;3340;SG;2710358.661;1231368.752;de;2008-07-01
Ermenswil;8734;00;Rapperswil-Jona;3340;SG;2709447.678;1233169.585;de;2008-07-01
Ernetschwil;8725;00;Gommiswald;3341;SG;2718018.823;1233506.866;de;2008-07-01
Gebertingen;8725;02;Gommiswald;3341;SG;2718441.267;1235064.537;de;2008-07-01
Ricken SG;8726;00;Gommiswald;3341;SG;2720947.326;1235056.194;de;2008-07-01
Uznach;8730;00;Gommiswald;3341;SG;2718661.912;1232155.828;de;2008-07-01
Gommiswald;8737;00;Gommiswald;3341;SG;2719800.725;1232390.766;de;2008-07-01
Uetliburg SG;8738;00;Gommiswald;3341;SG;2721746.898;1233356.913;de;2008-07-01
Rieden SG;8739;00;Gommiswald;3341;SG;2723867.619;1231943.638;de;2008-07-01
Wald ZH;8636;00;Eschenbach (SG);3342;SG;2714299.200;1238439.300;de;2008-07-01
Laupen ZH;8637;00;Eschenbach (SG);3342;SG;2713604.682;1235612.677;de;2008-07-01
Goldingen;8638;00;Eschenbach (SG);3342;SG;2716463.759;1239154.215;de;2008-07-01
Gebertingen;8725;02;Eschenbach (SG);3342;SG;2717914.659;1234443.700;de;2008-07-01
Walde SG;8727;00;Eschenbach (SG);3342;SG;2719827.087;1237028.657;de;2008-07-01
Neuhaus SG;8732;00;Eschenbach (SG);3342;SG;2714174.407;1233649.485;de;2008-07-01
Eschenbach SG;8733;00;Eschenbach (SG);3342;SG;2712199.454;1233557.132;de;2008-07-01
Ermenswil;8734;00;Eschenbach (SG);3342;SG;2709804.449;1233965.968;de;2008-07-01
St. Gallenkappel;8735;00;Eschenbach (SG);3342;SG;2715820.492;1233868.996;de;2008-07-01
Rüeterswil;8735;02;Eschenbach (SG);3342;SG;2718073.766;1237705.114;de;2008-07-01
Hemberg;9633;00;Ebnat-Kappel;3352;SG;2730508.847;1237623.478;de;2008-07-01
Ebnat-Kappel;9642;00;Ebnat-Kappel;3352;SG;2728202.111;1233027.006;de;2008-07-01
Krummenau;9643;00;Ebnat-Kappel;3352;SG;2729869.338;1233747.108;de;2008-07-01
Urnäsch;9107;00;Wildhaus-Alt St. Johann;3359;SG;2743022.833;1234775.063;de;2008-07-01
Alt St. Johann;9656;00;Wildhaus-Alt St. Johann;3359;SG;2738268.323;1227405.958;de;2008-07-01
Unterwasser;9657;00;Wildhaus-Alt St. Johann;3359;SG;2740905.274;1230379.013;de;2008-07-01
Wildhaus;9658;00;Wildhaus-Alt St. Johann;3359;SG;2744924.067;1231110.250;de;2008-07-01
Urnäsch;9107;00;Nesslau;3360;SG;2741329.167;1235448.500;de;2008-07-01
Hemberg;9633;00;Nesslau;3360;SG;2734401.117;1236995.320;de;2008-07-01
Krummenau;9643;00;Nesslau;3360;SG;2731485.346;1235450.449;de;2008-07-01
Nesslau;9650;00;Nesslau;3360;SG;2732335.937;1230415.092;de;2008-07-01
Ennetbühl;9651;00;Nesslau;3360;SG;2737653.110;1234199.745;de;2008-07-01
Neu St. Johann;9652;00;Nesslau;3360;SG;2732732.926;1233421.488;de;2008-07-01
Stein SG;9655;00;Nesslau;3360;SG;2735620.426;1229152.644;de;2008-07-01
Lichtensteig;9620;00;Lichtensteig;3374;SG;2725205.539;1242801.051;de;2008-07-01
Ricken SG;8726;00;Wattwil;3379;SG;2721984.484;1235706.534;de;2008-07-01
Dietfurt;9615;00;Wattwil;3379;SG;2722030.894;1243878.932;de;2008-07-01
Lichtensteig;9620;00;Wattwil;3379;SG;2724540.659;1241990.041;de;2008-07-01
Krinau;9622;00;Wattwil;3379;SG;2721877.931;1241786.499;de;2008-07-01
Wattwil;9630;00;Wattwil;3379;SG;2723286.530;1239136.012;de;2008-07-01
Ulisbach;9631;00;Wattwil;3379;SG;2727087.714;1238493.497;de;2008-07-01
Hemberg;9633;00;Wattwil;3379;SG;2728826.865;1239251.036;de;2008-07-01
Ebnat-Kappel;9642;00;Wattwil;3379;SG;2725116.127;1235937.885;de;2008-07-01
Fischingen;8376;00;Kirchberg (SG);3392;SG;2716536.544;1251791.693;de;2008-07-01
Wil SG;9500;00;Kirchberg (SG);3392;SG;2721830.889;1255686.386;de;2008-07-01
Rickenbach b. Wil;9532;00;Kirchberg (SG);3392;SG;2721764.884;1255962.049;de;2008-07-01
Kirchberg SG;9533;00;Kirchberg (SG);3392;SG;2720064.345;1251900.097;de;2008-07-01
Dietschwil;9533;01;Kirchberg (SG);3392;SG;2718683.440;1253968.735;de;2011-04-01
Gähwil;9534;00;Kirchberg (SG);3392;SG;2717890.519;1250680.875;de;2008-07-01
Lütisburg Station;9601;00;Kirchberg (SG);3392;SG;2722424.813;1250054.107;de;2008-07-01
Bazenheid;9602;00;Kirchberg (SG);3392;SG;2722755.273;1252502.149;de;2008-07-01
Müselbach;9602;02;Kirchberg (SG);3392;SG;2721094.580;1249740.223;de;2008-07-01
Mühlrüti;9613;00;Kirchberg (SG);3392;SG;2716651.572;1248589.647;de;2008-07-01
Nassen;9123;00;Lütisburg;3393;SG;2728800.531;1250444.345;de;2008-07-01
Jonschwil;9243;00;Lütisburg;3393;SG;2724193.190;1252743.185;de;2008-07-01
Lütisburg Station;9601;00;Lütisburg;3393;SG;2723292.175;1249913.163;de;2008-07-01
Bazenheid;9602;00;Lütisburg;3393;SG;2723781.647;1252389.156;de;2008-07-01
Lütisburg;9604;00;Lütisburg;3393;SG;2726096.347;1250500.422;de;2008-07-01
Oberrindal;9604;01;Lütisburg;3393;SG;2727258.569;1251584.373;de;2008-07-01
Unterrindal;9604;02;Lütisburg;3393;SG;2724879.582;1252176.170;de;2008-07-01
Ganterschwil;9608;00;Lütisburg;3393;SG;2726874.593;1249162.107;de;2008-07-01
Au TG;8376;02;Mosnang;3394;SG;2715009.796;1249045.277;de;2008-07-01
Steg im Tösstal;8496;00;Mosnang;3394;SG;2715044.068;1245980.650;de;2008-07-01
Lütisburg Station;9601;00;Mosnang;3394;SG;2722255.395;1249569.064;de;2008-07-01
Mosnang;9607;00;Mosnang;3394;SG;2720696.305;1246787.066;de;2008-07-01
Dreien;9612;00;Mosnang;3394;SG;2718270.958;1245205.008;de;2008-07-01
Mühlrüti;9613;00;Mosnang;3394;SG;2716578.422;1247645.465;de;2008-07-01
Libingen;9614;00;Mosnang;3394;SG;2719527.756;1242130.896;de;2008-07-01
Dietfurt;9615;00;Mosnang;3394;SG;2721269.973;1243567.056;de;2008-07-01
Wattwil;9630;00;Mosnang;3394;SG;2719355.250;1239836.113;de;2008-07-01
Lütisburg Station;9601;00;Bütschwil-Ganterschwil;3395;SG;2722841.665;1249078.253;de;2008-07-01
Bütschwil;9606;00;Bütschwil-Ganterschwil;3395;SG;2723002.893;1246368.370;de;2008-07-01
Ganterschwil;9608;00;Bütschwil-Ganterschwil;3395;SG;2725473.193;1248076.090;de;2008-07-01
Libingen;9614;00;Bütschwil-Ganterschwil;3395;SG;2721916.669;1244695.488;de;2008-07-01
Dietfurt;9615;00;Bütschwil-Ganterschwil;3395;SG;2723443.738;1244314.828;de;2008-07-01
Lichtensteig;9620;00;Bütschwil-Ganterschwil;3395;SG;2724098.582;1243945.430;de;2008-07-01
Oberhelfenschwil;9621;00;Bütschwil-Ganterschwil;3395;SG;2725019.657;1244241.666;de;2008-07-01
Schwellbrunn;9103;00;Neckertal;3396;SG;2732769.244;1245445.818;de;2008-07-01
Schönengrund;9105;00;Neckertal;3396;SG;2734560.507;1243883.929;de;2008-07-01
Urnäsch;9107;00;Neckertal;3396;SG;2734724.400;1239315.825;de;2008-07-01
Degersheim;9113;00;Neckertal;3396;SG;2731344.691;1248162.257;de;2008-07-01
Hoffeld;9114;00;Neckertal;3396;SG;2730939.310;1245997.950;de;2008-07-01
Dicken;9115;00;Neckertal;3396;SG;2732917.723;1244532.519;de;2008-07-01
Wolfertswil;9116;00;Neckertal;3396;SG;2730241.417;1249548.393;de;2008-07-01
Mogelsberg;9122;00;Neckertal;3396;SG;2728071.132;1246668.362;de;2008-07-01
Ebersol;9122;02;Neckertal;3396;SG;2729802.627;1244785.620;de;2008-07-01
Nassen;9123;00;Neckertal;3396;SG;2729583.817;1249160.119;de;2008-07-01
Brunnadern;9125;00;Neckertal;3396;SG;2729012.962;1243017.142;de;2008-07-01
Necker;9126;00;Neckertal;3396;SG;2727762.926;1245331.712;de;2008-07-01
St. Peterzell;9127;00;Neckertal;3396;SG;2731990.538;1242725.660;de;2008-07-01
Lichtensteig;9620;00;Neckertal;3396;SG;2726824.526;1242994.497;de;2008-07-01
Oberhelfenschwil;9621;00;Neckertal;3396;SG;2725949.848;1245103.774;de;2008-07-01
Wattwil;9630;00;Neckertal;3396;SG;2729424.150;1240781.356;de;2008-07-01
Hemberg;9633;00;Neckertal;3396;SG;2730262.981;1238980.578;de;2008-07-01
Bächli (Hemberg);9633;02;Neckertal;3396;SG;2733422.056;1240314.311;de;2008-07-01
Degersheim;9113;00;Degersheim;3401;SG;2732459.281;1248132.413;de;2008-07-01
Wolfertswil;9116;00;Degersheim;3401;SG;2730602.367;1250800.667;de;2008-07-01
Flawil;9230;00;Degersheim;3401;SG;2729580.527;1252105.038;de;2008-07-01
Degersheim;9113;00;Flawil;3402;SG;2734511.504;1249928.009;de;2008-07-01
Gossau SG;9200;00;Flawil;3402;SG;2734012.574;1252678.554;de;2008-07-01
Flawil;9230;00;Flawil;3402;SG;2731936.475;1252379.269;de;2008-07-01
Egg (Flawil);9231;00;Flawil;3402;SG;2734618.820;1250775.723;de;2008-07-01
Oberuzwil;9242;00;Jonschwil;3405;SG;2725599.299;1255056.171;de;2008-07-01
Jonschwil;9243;00;Jonschwil;3405;SG;2725080.569;1254076.694;de;2008-07-01
Rickenbach b. Wil;9532;00;Jonschwil;3405;SG;2722472.120;1255051.339;de;2008-07-01
Schwarzenbach SG;9536;00;Jonschwil;3405;SG;2723438.900;1255660.465;de;2008-07-01
Oberrindal;9604;01;Jonschwil;3405;SG;2726623.130;1252236.016;de;2008-07-01
Flawil;9230;00;Oberuzwil;3407;SG;2730013.232;1253016.208;de;2008-07-01
Niederglatt SG;9240;02;Oberuzwil;3407;SG;2730547.602;1254538.841;de;2008-07-01
Oberuzwil;9242;00;Oberuzwil;3407;SG;2727035.763;1254494.076;de;2008-07-01
Niederuzwil;9244;00;Oberuzwil;3407;SG;2729019.439;1255312.596;de;2008-07-01
Bichwil;9248;00;Oberuzwil;3407;SG;2728103.918;1252979.843;de;2008-07-01
Oberrindal;9604;01;Oberuzwil;3407;SG;2727667.261;1251829.822;de;2008-07-01
Uzwil;9240;00;Uzwil;3408;SG;2728046.982;1255337.114;de;2008-07-01
Oberuzwil;9242;00;Uzwil;3408;SG;2728330.778;1254610.791;de;2008-07-01
Niederuzwil;9244;00;Uzwil;3408;SG;2728645.671;1256205.966;de;2008-07-01
Henau;9247;00;Uzwil;3408;SG;2726269.964;1257491.898;de;2008-07-01
Algetshausen;9249;00;Uzwil;3408;SG;2726255.740;1256033.620;de;2008-07-01
Niederstetten;9249;01;Uzwil;3408;SG;2723972.556;1257100.851;de;2008-07-01
Oberstetten;9249;02;Uzwil;3408;SG;2724669.360;1256311.496;de;2008-07-01
Schwarzenbach SG;9536;00;Uzwil;3408;SG;2723179.169;1256432.218;de;2008-07-01
Gossau SG;9200;00;Niederbüren;3422;SG;2735485.196;1256342.099;de;2008-07-01
Niederwil SG;9203;00;Niederbüren;3422;SG;2734016.072;1256636.069;de;2008-07-01
Niederbüren;9246;00;Niederbüren;3422;SG;2733545.912;1258498.825;de;2008-07-01
Schweizersholz;9223;00;Niederhelfenschwil;3423;SG;2731117.257;1261980.322;de;2008-07-01
Oberbüren;9245;00;Niederhelfenschwil;3423;SG;2729131.097;1257910.269;de;2008-07-01
Sonnental;9245;02;Niederhelfenschwil;3423;SG;2727102.690;1258244.212;de;2009-11-03
Zuzwil SG;9524;00;Niederhelfenschwil;3423;SG;2726855.654;1258551.074;de;2008-07-01
Lenggenwil;9525;00;Niederhelfenschwil;3423;SG;2728533.436;1259265.196;de;2008-07-01
Zuckenriet;9526;00;Niederhelfenschwil;3423;SG;2729905.430;1261259.187;de;2008-07-01
Niederhelfenschwil;9527;00;Niederhelfenschwil;3423;SG;2731711.683;1259989.665;de;2008-07-01
Niederwil SG;9203;00;Oberbüren;3424;SG;2732873.996;1254783.802;de;2008-07-01
Flawil;9230;00;Oberbüren;3424;SG;2733337.863;1252921.216;de;2008-07-01
Niederglatt SG;9240;02;Oberbüren;3424;SG;2731125.305;1254864.599;de;2008-07-01
Oberbüren;9245;00;Oberbüren;3424;SG;2730564.094;1256640.380;de;2008-07-01
Sonnental;9245;02;Oberbüren;3424;SG;2727766.678;1257925.847;de;2009-11-03
Wil SG;9500;00;Zuzwil (SG);3426;SG;2723236.289;1258652.543;de;2008-07-01
Hosenruck;9515;00;Zuzwil (SG);3426;SG;2726442.418;1260115.483;de;2008-07-01
Züberwangen;9523;00;Zuzwil (SG);3426;SG;2724698.501;1258524.748;de;2008-07-01
Zuzwil SG;9524;00;Zuzwil (SG);3426;SG;2726032.985;1259531.188;de;2008-07-01
Wil SG;9500;00;Wil (SG);3427;SG;2721455.830;1258179.712;de;2008-07-01
Rossrüti;9512;00;Wil (SG);3427;SG;2723116.699;1260283.077;de;2008-07-01
Wuppenau;9514;00;Wil (SG);3427;SG;2724312.786;1260581.564;de;2008-07-01
Zuzwil SG;9524;00;Wil (SG);3427;SG;2724906.204;1260153.606;de;2008-07-01
Schwarzenbach SG;9536;00;Wil (SG);3427;SG;2722497.220;1256394.927;de;2008-07-01
St. Margarethen TG;9543;00;Wil (SG);3427;SG;2718302.312;1260296.364;de;2008-07-01
Bronschhofen;9552;00;Wil (SG);3427;SG;2719931.436;1260062.555;de;2008-07-01
Andwil SG;9204;00;Andwil (SG);3441;SG;2738868.167;1255826.711;de;2008-07-01
Arnegg;9212;00;Andwil (SG);3441;SG;2737557.947;1256526.087;de;2008-07-01
Abtwil SG;9030;00;Gaiserwald;3442;SG;2741530.842;1254643.579;de;2008-07-01
St. Josefen;9030;03;Gaiserwald;3442;SG;2743244.516;1254468.986;de;2010-05-31
Engelburg;9032;00;Gaiserwald;3442;SG;2743014.022;1256206.192;de;2008-07-01
Wittenbach;9300;00;Gaiserwald;3442;SG;2745029.706;1257399.277;de;2008-07-01
St. Gallen;9015;00;Gossau (SG);3443;SG;2739663.806;1252137.309;de;2008-07-01
Abtwil SG;9030;00;Gossau (SG);3443;SG;2740103.033;1254595.792;de;2008-07-01
Herisau;9100;00;Gossau (SG);3443;SG;2739809.083;1251556.967;de;2008-07-01
Gossau SG;9200;00;Gossau (SG);3443;SG;2737211.554;1253758.752;de;2008-07-01
Andwil SG;9204;00;Gossau (SG);3443;SG;2738205.837;1254699.791;de;2008-07-01
Arnegg;9212;00;Gossau (SG);3443;SG;2736798.169;1256029.220;de;2008-07-01
Engelburg;9032;00;Waldkirch;3444;SG;2742244.552;1257519.408;de;2008-07-01
Andwil SG;9204;00;Waldkirch;3444;SG;2738151.595;1257149.133;de;2008-07-01
Waldkirch;9205;00;Waldkirch;3444;SG;2738980.550;1258306.802;de;2008-07-01
Hauptwil;9213;00;Waldkirch;3444;SG;2735895.473;1260017.415;de;2008-07-01
Niederbüren;9246;00;Waldkirch;3444;SG;2735607.459;1259695.387;de;2008-07-01
Wittenbach;9300;00;Waldkirch;3444;SG;2744702.448;1257783.223;de;2008-07-01
Bernhardzell;9304;00;Waldkirch;3444;SG;2743617.566;1259240.703;de;2008-07-01
Valbella;7077;00;Vaz/Obervaz;3506;GR;2761357.091;1180199.932;rm;2008-07-01
Lenzerheide/Lai;7078;00;Vaz/Obervaz;3506;GR;2761004.506;1178096.139;multiple;2008-07-01
Vaz/Obervaz;7082;00;Vaz/Obervaz;3506;GR;2760274.493;1174105.555;multiple;2008-07-01
Tiefencastel;7450;00;Vaz/Obervaz;3506;GR;2759086.212;1171976.889;rm;2008-07-01
Lantsch/Lenz;7083;00;Lantsch/Lenz;3513;GR;2763538.443;1174294.840;multiple;2008-07-01
Schmitten (Albula);7493;00;Schmitten (GR);3514;GR;2771251.644;1174706.949;de;2008-07-01
Brienz/Brinzauls GR;7084;00;Albula/Alvra;3542;GR;2765256.767;1172905.034;multiple;2008-07-01
Tiefencastel;7450;00;Albula/Alvra;3542;GR;2765192.776;1168109.798;rm;2008-07-01
Alvaschein;7451;00;Albula/Alvra;3542;GR;2761366.798;1171850.577;rm;2008-07-01
Mon;7458;00;Albula/Alvra;3542;GR;2761506.465;1168491.840;rm;2008-07-01
Stierva;7459;00;Albula/Alvra;3542;GR;2759442.537;1170004.099;rm;2008-07-01
Surava;7472;00;Albula/Alvra;3542;GR;2766731.529;1169765.679;rm;2008-07-01
Alvaneu Bad;7473;00;Albula/Alvra;3542;GR;2768378.345;1170917.776;rm;2008-07-01
Alvaneu Dorf;7492;00;Albula/Alvra;3542;GR;2768990.179;1175849.571;rm;2008-07-01
Cunter;7452;00;Surses;3543;GR;2765961.056;1165875.909;rm;2008-07-01
Tinizong;7453;00;Surses;3543;GR;2769995.101;1162216.637;rm;2008-07-01
Rona;7454;00;Surses;3543;GR;2768826.668;1158261.044;rm;2008-07-01
Mulegns;7455;00;Surses;3543;GR;2764092.207;1152123.066;rm;2008-07-01
Sur;7456;00;Surses;3543;GR;2770553.189;1155559.147;rm;2008-07-01
Marmorera;7456;02;Surses;3543;GR;2771234.840;1152650.659;rm;2008-07-01
Bivio;7457;00;Surses;3543;GR;2770313.532;1147620.544;rm;2008-07-01
Savognin;7460;00;Surses;3543;GR;2764810.206;1160827.098;rm;2008-07-01
Salouf;7462;00;Surses;3543;GR;2761128.059;1165952.793;rm;2008-07-01
Riom;7463;00;Surses;3543;GR;2764956.703;1166935.912;rm;2008-07-01
Riom;7463;00;Surses;3543;GR;2764285.295;1163709.859;rm;2008-07-01
Parsonz;7464;00;Surses;3543;GR;2760941.201;1158232.130;rm;2008-07-01
Filisur;7477;00;Bergün Filisur;3544;GR;2772942.275;1168428.372;rm;2008-07-01
Bergün/Bravuogn;7482;00;Bergün Filisur;3544;GR;2782365.049;1168580.796;multiple;2008-07-01
Preda;7482;01;Bergün Filisur;3544;GR;2778475.047;1161391.518;rm;2008-07-01
Stugl/Stuls;7482;02;Bergün Filisur;3544;GR;2776623.099;1170112.469;multiple;2008-07-01
Latsch;7484;00;Bergün Filisur;3544;GR;2777291.490;1168106.098;rm;2008-07-01
Davos Wiesen;7494;00;Bergün Filisur;3544;GR;2774747.687;1173983.657;de;2011-01-01
Brusio;7743;00;Brusio;3551;GR;2806782.888;1128154.201;it;2008-07-01
Miralago;7743;02;Brusio;3551;GR;2805264.384;1128114.842;it;2008-07-01
Campocologno;7744;00;Brusio;3551;GR;2808543.468;1124096.672;it;2008-07-01
Viano;7747;00;Brusio;3551;GR;2809302.363;1127102.381;it;2008-07-01
Campascio;7748;00;Brusio;3551;GR;2804843.589;1124128.914;it;2008-07-01
Ospizio Bernina;7710;00;Poschiavo;3561;GR;2798332.478;1140378.490;it;2008-07-01
Alp Grüm;7710;02;Poschiavo;3561;GR;2799570.306;1139232.116;it;2008-07-01
S. Carlo (Poschiavo);7741;00;Poschiavo;3561;GR;2804027.977;1137714.400;it;2008-07-01
Poschiavo;7742;00;Poschiavo;3561;GR;2799108.111;1135640.079;it;2008-07-01
Sfazù;7742;02;Poschiavo;3561;GR;2805929.488;1142085.688;it;2008-07-01
La Rösa;7742;03;Poschiavo;3561;GR;2802824.852;1143218.978;it;2008-07-01
Miralago;7743;02;Poschiavo;3561;GR;2805181.498;1128109.013;it;2008-07-01
Li Curt;7745;00;Poschiavo;3561;GR;2799356.576;1130413.693;it;2008-07-01
Le Prese;7746;00;Poschiavo;3561;GR;2802719.167;1129392.802;it;2008-07-01
Laax GR 2;7032;00;Falera;3572;GR;2733768.274;1189852.723;rm;2008-07-01
Falera;7153;00;Falera;3572;GR;2736048.791;1186218.077;rm;2008-07-01
Laax GR;7031;00;Laax;3575;GR;2739382.631;1185813.961;rm;2008-07-01
Laax GR 2;7032;00;Laax;3575;GR;2735176.231;1191377.247;rm;2008-07-01
Sagogn;7152;00;Sagogn;3581;GR;2740635.620;1184708.364;rm;2008-07-01
Schluein;7151;00;Schluein;3582;GR;2736571.467;1183940.321;rm;2008-07-01
St. Martin (Lugnez);7116;02;Vals;3603;GR;2734663.119;1169118.461;de;2008-07-01
Vals;7132;00;Vals;3603;GR;2729649.174;1159669.227;de;2008-07-01
Peiden;7110;00;Lumnezia;3618;GR;2734204.527;1175432.045;rm;2008-07-01
Camuns;7113;00;Lumnezia;3618;GR;2736027.233;1173325.595;rm;2008-07-01
Uors (Lumnezia);7114;00;Lumnezia;3618;GR;2733848.843;1173966.692;rm;2008-07-01
Surcasti;7115;00;Lumnezia;3618;GR;2732318.060;1171352.844;rm;2008-07-01
Tersnaus;7116;00;Lumnezia;3618;GR;2734103.904;1172256.196;rm;2008-07-01
Cumbel;7142;00;Lumnezia;3618;GR;2734630.908;1177521.392;rm;2008-07-01
Morissen;7143;00;Lumnezia;3618;GR;2732455.814;1177348.526;rm;2008-07-01
Vella;7144;00;Lumnezia;3618;GR;2731279.604;1175873.814;rm;2008-07-01
Degen;7145;00;Lumnezia;3618;GR;2732505.900;1174166.442;rm;2008-07-01
Vattiz;7146;00;Lumnezia;3618;GR;2729966.709;1175023.515;rm;2008-07-01
Vignogn;7147;00;Lumnezia;3618;GR;2729728.097;1173549.591;rm;2008-07-01
Lumbrein;7148;00;Lumnezia;3618;GR;2729439.088;1169259.797;rm;2008-07-01
Vrin;7149;00;Lumnezia;3618;GR;2722712.057;1164826.311;rm;2008-07-01
Pitasch;7111;00;Ilanz/Glion;3619;GR;2737858.559;1176210.703;rm;2008-07-01
